Date,ACC,ADANIPORTS,AMBUJACEM,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BANKBARODA,BHEL,BPCL,BHARTIARTL,BOSCHLTD,AUROPHARMA,CIPLA,COALINDIA,DRREDDY,GAIL,GRASIM,HCLTECH,HDFCBANK,HEROMOTOCO,HINDALCO,HINDUNILVR,HDFC,ITC,ICICIBANK,IDEA,INDUSINDBK,INFY,KOTAKBANK,LT,LUPIN,M&M,MARUIT,NTPC,ONGC,POWERGRID,INFRATEL,RELIANCE,SBIN,SUNPHARMA,TCS,TATAMOTORS,TATAPOWER,TATASTEEL,TECHM,ULTRATECH,EICHERMOT,WIPRO,YESBANK,ZEEL,TATAMTRDVR
2018-05-17,1400.5,397.9,217.65,1309.45,539.45,2815.45,130.0,79.25,390.6,367.6,17896.9,594.9,553.75,271.5,1977.15,330.35,1083.2,909.75,2027.75,3554.55,233.05,1569.8,1875.1,278.95,296.0,52.65,1914.35,1182.9,1270.7,1355.95,762.95,849.0,,167.1,188.6,213.45,321.75,945.35,242.7,479.85,3491.8,314.9,81.65,610.3,675.8,3957.8,30495.95,278.35,345.3,570.95,185.4
2018-05-18,1374.35,389.5,210.45,1308.35,532.9,2787.5,126.7,76.4,386.35,361.35,17713.05,579.4,533.05,266.8,1982.0,321.5,1062.85,890.7,2012.15,3561.05,231.5,1605.8,1853.0,282.3,286.1,52.1,1930.0,1183.2,1294.4,1315.55,743.7,836.0,,166.6,185.05,212.95,316.15,933.85,238.85,464.9,3502.05,304.6,80.85,591.4,692.95,3858.85,30086.2,268.9,345.5,567.6,181.05
2018-05-21,1344.1,383.7,208.05,1301.7,526.85,2720.55,129.9,75.05,393.85,360.0,17621.45,565.5,520.45,270.25,1893.05,325.65,1035.85,895.95,1993.05,3492.9,228.25,1578.65,1819.2,282.35,289.3,52.85,1924.95,1179.5,1276.65,1313.25,736.25,825.95,,164.4,185.75,212.65,321.7,931.35,244.45,443.75,3556.75,295.9,78.8,577.0,685.35,3852.25,29432.9,264.85,334.15,554.1,175.35
2018-05-22,1325.3,379.75,208.0,1286.85,523.3,2808.5,132.9,76.05,397.6,361.85,18211.75,580.0,524.0,279.05,2009.6,328.0,1039.5,904.9,1989.9,3499.9,234.95,1574.3,1810.0,278.75,290.3,54.9,1903.95,1193.85,1262.7,1320.15,740.1,830.2,,165.15,185.2,210.75,315.85,926.75,253.9,453.0,3508.9,307.7,77.85,576.8,686.4,3755.55,29929.55,264.95,334.7,565.6,177.75
2018-05-23,1313.75,374.25,207.5,1278.6,520.25,2774.95,136.6,75.3,373.95,356.8,18006.45,573.9,532.4,276.2,1954.35,322.95,1047.35,894.35,1967.5,3482.95,229.95,1568.1,1783.65,273.45,292.05,54.65,1853.65,1184.9,1255.35,1326.9,734.9,831.8,,166.55,175.4,211.3,317.3,912.25,263.2,452.25,3495.1,309.45,77.45,540.05,697.45,3700.8,29392.05,263.45,333.7,554.1,176.0
2018-05-24,1332.8,371.25,212.8,1293.6,534.45,2732.8,138.85,74.85,371.35,371.9,17757.5,584.65,533.5,280.1,1972.95,309.5,1021.7,911.7,1986.0,3489.9,234.1,1561.1,1806.1,274.85,297.7,56.9,1870.7,1221.0,1275.45,1338.05,742.35,843.05,,165.05,167.7,211.75,318.35,915.85,268.5,462.85,3603.7,288.65,76.45,548.2,711.35,3658.4,29515.4,264.35,330.0,555.5,168.65
2018-05-25,1322.85,379.9,211.6,1292.35,538.5,2758.5,141.3,75.05,380.55,376.95,17807.05,594.15,536.65,275.6,1967.85,319.15,1030.65,916.0,2008.7,3552.85,245.5,1575.75,1819.75,272.3,295.65,59.75,1914.95,1228.3,1295.85,1342.0,745.6,857.7,,165.3,175.45,212.05,314.85,920.8,266.95,466.45,3585.8,294.15,81.2,568.25,702.75,3682.15,30203.45,264.6,339.4,562.75,172.2
2018-05-28,1322.5,378.9,212.1,1321.85,546.15,2790.15,145.4,79.25,402.0,375.15,18093.8,605.25,539.5,284.8,1994.55,336.4,1060.35,894.5,2042.2,3599.8,241.65,1582.85,1829.55,275.3,299.25,61.35,1914.45,1214.4,1297.15,1376.45,782.5,849.95,,167.7,175.6,206.95,310.7,920.4,272.05,499.7,3502.05,296.3,82.3,576.65,675.25,3730.3,30682.75,263.3,345.2,573.2,173.05
2018-05-29,1310.0,377.85,208.3,1299.5,547.75,2796.05,140.4,83.45,405.35,379.15,18556.75,578.8,530.6,282.35,1980.7,342.95,1057.8,905.1,2032.6,3610.4,242.5,1572.7,1809.75,274.05,289.9,62.3,1877.3,1216.7,1284.25,1380.6,781.05,870.25,,165.95,175.55,207.0,304.9,917.45,264.3,499.5,3523.5,294.65,83.5,575.35,677.85,3716.05,30510.7,263.0,338.05,557.3,170.35
2018-05-30,1309.4,374.4,206.2,1293.85,541.65,2762.9,138.45,83.0,400.25,375.8,18551.15,565.65,525.6,289.05,1961.8,343.05,1041.5,907.35,2048.35,3601.45,238.1,1585.8,1790.8,271.9,284.9,61.85,1884.85,1211.7,1303.25,1365.65,779.2,897.95,,165.3,174.0,209.5,301.15,916.1,267.15,494.55,3514.1,288.9,82.45,577.9,687.25,3706.65,30136.3,260.85,343.15,557.45,166.95
2018-05-31,1354.6,392.15,205.4,1304.65,545.9,2750.3,136.85,83.65,403.95,373.6,18367.5,556.3,524.8,296.25,1936.6,350.9,1039.8,910.35,2139.45,3544.9,234.2,1611.45,1833.0,271.65,285.8,61.5,1955.45,1231.8,1334.6,1370.4,770.35,922.95,,167.55,177.9,209.45,298.65,921.35,269.55,480.35,1741.05,282.5,81.3,575.65,712.35,3744.9,30780.65,261.9,346.2,556.05,168.75
2018-06-01,1326.7,387.6,203.55,1293.05,536.65,2896.55,136.95,80.35,409.25,383.7,18292.4,535.3,524.5,294.65,1941.4,341.35,1028.7,904.85,2110.6,3626.3,238.5,1588.85,1844.25,269.95,289.3,61.8,1915.4,1220.8,1318.0,1372.4,764.45,901.6,,164.35,173.2,205.95,300.65,930.55,266.7,484.35,1732.45,287.2,79.6,560.65,701.15,3688.15,29868.75,260.6,342.7,558.3,173.55
2018-06-04,1308.05,378.55,201.45,1284.45,537.05,2878.5,131.55,75.25,408.5,372.3,18142.9,533.35,520.7,292.6,1996.0,335.05,1034.85,900.7,2046.2,3613.6,241.6,1563.2,1833.15,268.9,286.75,62.9,1902.2,1239.4,1303.95,1357.85,773.95,914.5,,162.05,171.1,201.7,295.15,940.85,263.0,478.6,1744.25,286.65,77.2,566.15,698.3,3711.15,29377.65,260.15,342.95,560.25,171.85
2018-06-05,1285.05,373.6,202.05,1273.6,530.9,2847.55,127.75,73.15,405.35,364.3,17912.45,536.9,542.1,285.25,1963.4,334.7,1024.25,885.05,2063.6,3610.4,242.05,1562.8,1848.4,267.5,284.1,56.55,1899.4,1220.85,1304.7,1333.75,760.25,901.3,,161.3,171.2,198.85,294.65,947.65,263.55,473.5,1721.6,284.95,78.8,572.1,701.25,3676.85,29236.35,255.25,336.75,544.35,170.85
2018-06-06,1315.95,375.8,204.15,1262.8,531.4,2885.25,130.25,74.6,410.0,379.75,18958.7,540.85,538.45,290.65,1960.45,332.95,1034.1,908.95,2057.35,3635.2,248.1,1571.15,1858.45,270.4,283.9,58.95,1919.8,1237.45,1315.7,1350.55,770.05,914.3,,162.5,170.3,201.1,294.6,954.4,270.15,489.85,1725.75,295.65,78.1,579.75,691.75,3696.35,29949.25,259.25,339.15,550.95,174.85
2018-06-07,1316.45,380.05,206.0,1290.8,542.4,2888.6,131.4,76.35,416.05,379.95,18620.2,547.75,540.7,288.9,1964.95,335.25,1043.6,921.35,2062.2,3651.5,248.6,1603.05,1869.0,271.05,290.9,61.8,1900.45,1252.45,1310.45,1355.15,767.35,920.3,,162.5,172.65,202.75,293.8,971.35,269.65,488.75,1735.55,305.4,78.35,602.1,701.85,3723.15,29712.4,264.6,339.55,549.25,179.8
2018-06-08,1315.1,380.5,206.0,1278.85,537.4,2874.05,132.25,77.55,409.85,377.55,18450.25,572.35,559.65,289.9,2062.9,342.4,1028.6,928.7,2049.35,3635.15,242.15,1595.6,1840.45,267.9,288.25,64.15,1888.7,1260.05,1318.35,1343.95,810.05,911.65,,161.45,173.7,197.9,298.4,984.35,273.0,528.25,1747.1,309.95,77.95,600.5,706.95,3715.15,29513.0,264.0,337.65,557.35,186.35
2018-06-11,1320.2,382.3,206.05,1283.3,539.95,2881.1,133.7,77.45,414.4,388.8,18216.65,576.45,560.8,287.9,2083.2,343.55,1049.1,911.6,2042.3,3612.3,244.7,1601.4,1839.45,269.25,286.4,63.75,1904.8,1262.4,1323.35,1343.25,809.5,916.85,,161.75,173.3,195.7,300.0,982.65,274.0,535.7,1749.7,309.75,78.4,588.65,714.2,3790.1,29677.0,264.4,335.7,567.15,185.45
2018-06-12,1315.7,388.9,206.9,1287.7,537.15,2887.25,133.35,78.3,415.1,380.65,18018.2,595.55,567.1,283.55,2190.65,343.3,1038.8,914.8,2043.85,3687.85,240.65,1638.45,1847.7,270.25,287.4,65.25,1954.75,1258.5,1329.3,1366.4,855.0,917.6,,161.3,171.4,195.05,299.75,997.15,282.85,540.45,1781.0,307.8,77.8,580.0,709.1,3766.2,29208.4,266.45,332.2,565.2,184.9
2018-06-13,1330.95,382.85,210.0,1286.4,540.65,2907.95,136.75,78.05,419.9,375.65,17965.6,584.9,582.1,284.0,2256.3,344.85,1037.0,923.7,2031.45,3696.8,245.0,1621.2,1832.3,267.85,290.75,61.5,1945.45,1274.8,1325.65,1358.75,871.9,917.65,,160.25,170.0,198.15,300.5,1002.5,287.7,546.3,1824.1,308.4,77.05,567.6,713.8,3800.6,29448.6,268.8,333.2,557.1,185.05
2018-06-14,1307.2,374.45,206.05,1286.1,532.0,2890.7,135.15,76.0,416.35,376.5,18236.15,609.45,588.05,283.2,2269.4,339.0,1036.2,936.95,2037.4,3695.6,244.75,1609.6,1833.75,267.25,284.75,62.8,1963.4,1239.7,1332.65,1343.0,899.6,922.05,,158.4,168.5,198.85,296.5,1007.95,282.6,559.25,1787.55,305.9,77.3,569.55,698.8,3767.0,29536.7,266.4,337.2,554.2,182.95
2018-06-15,1302.1,372.95,204.95,1282.2,528.75,2877.15,131.3,75.15,412.25,378.25,18191.1,613.85,611.6,279.05,2349.85,334.9,1031.8,948.3,2029.6,3693.7,237.4,1621.3,1832.25,264.5,282.5,60.65,1967.35,1281.25,1340.0,1329.9,913.2,909.45,,156.05,165.45,197.85,293.6,1014.2,277.45,571.3,1840.05,302.95,76.1,566.0,707.25,3691.65,29573.75,266.9,330.65,555.0,180.25
2018-06-18,1300.4,370.55,202.9,1282.05,522.55,2895.3,130.4,75.95,423.1,370.9,17966.55,613.85,606.5,274.2,2385.85,338.1,1020.1,933.2,2019.15,3666.15,231.0,1608.55,1823.55,264.55,293.0,62.25,1967.95,1267.4,1315.3,1323.2,902.2,913.9,,157.0,164.6,198.65,291.3,1015.55,276.85,570.1,1829.0,308.8,75.0,558.5,710.55,3669.5,30135.3,265.75,331.65,561.2,183.8
2018-06-19,1284.55,362.45,200.25,1269.2,517.2,2849.8,127.85,74.4,413.6,371.2,17858.95,608.55,601.85,272.95,2393.0,342.75,1010.1,920.45,2023.5,3652.75,225.8,1601.0,1828.0,266.05,292.8,61.7,1931.5,1241.6,1303.25,1310.4,897.85,891.4,,156.15,164.8,198.7,287.75,996.05,272.6,559.95,1824.5,305.05,73.4,555.0,695.75,3648.0,29949.65,261.0,330.9,554.5,180.7
2018-06-20,1275.2,365.65,197.75,1271.3,519.1,2869.65,125.1,74.9,410.7,371.9,17750.5,618.8,602.85,270.6,2367.75,343.0,1017.3,910.95,2056.15,3655.8,226.2,1602.4,1847.0,263.75,293.2,61.5,1967.4,1243.15,1324.6,1306.75,899.85,904.4,,157.05,162.75,199.15,285.3,1019.25,273.3,564.1,1822.45,305.6,73.85,563.25,690.55,3651.35,29805.3,259.7,336.1,560.9,181.25
2018-06-21,1270.05,366.9,197.0,1253.0,513.05,2830.1,122.0,75.45,421.95,368.7,17985.6,608.55,603.5,267.7,2316.4,339.3,1011.95,902.55,2057.6,3635.2,222.3,1593.45,1858.9,260.85,297.95,60.8,1960.5,1246.55,1313.95,1289.8,899.65,883.6,,155.25,159.7,195.45,279.6,1031.95,268.65,554.5,1819.35,307.0,74.55,557.75,685.3,3616.9,29424.9,258.65,332.95,563.45,180.45
2018-06-22,1294.65,365.8,204.95,1267.7,525.65,2832.2,121.5,75.0,426.35,374.55,17959.25,611.1,615.75,264.85,2336.25,340.0,1010.4,904.8,2083.35,3637.65,222.0,1608.1,1906.75,265.15,300.65,60.55,1953.25,1247.85,1321.4,1299.85,902.9,908.2,,157.3,159.55,197.7,286.0,1012.5,273.05,577.25,1809.8,308.0,76.15,561.85,691.15,3641.05,29140.65,258.25,335.1,565.75,181.85
2018-06-25,1315.55,361.15,206.8,1253.45,515.2,2801.3,116.8,73.35,412.0,374.15,17909.95,607.55,611.4,259.0,2290.15,341.2,1006.55,908.9,2094.95,3586.85,218.4,1615.15,1893.8,262.6,289.7,56.0,1969.95,1272.45,1328.0,1268.15,913.45,905.6,,154.65,156.65,194.2,291.95,1004.45,268.45,571.8,1819.25,289.4,76.35,558.6,696.15,3752.0,29440.0,257.5,334.15,559.05,168.8
2018-06-26,1357.6,362.9,211.95,1274.6,514.2,2811.95,118.05,73.25,415.25,380.2,17688.55,607.65,599.5,265.15,2267.15,341.75,1036.7,910.4,2093.7,3566.85,222.95,1621.75,1915.85,264.8,288.1,57.95,1983.3,1277.85,1329.85,1270.05,902.35,898.0,,155.6,158.3,190.75,292.95,978.95,267.4,572.95,1852.0,276.85,75.1,549.5,687.85,3840.1,29035.45,257.6,335.95,562.0,165.85
2018-06-27,1308.8,361.1,205.3,1267.15,507.85,2765.45,115.15,71.0,382.8,375.65,17225.3,616.4,602.3,265.9,2293.8,328.8,1025.75,921.05,2112.6,3538.0,217.9,1609.3,1904.85,262.75,279.05,55.7,1969.25,1270.0,1324.2,1232.75,893.6,892.65,,153.8,156.25,187.2,299.55,965.85,261.7,576.9,1858.0,271.05,71.9,543.2,714.25,3773.15,28371.85,256.05,335.6,544.35,161.85
2018-06-28,1291.35,361.8,200.9,1268.4,504.6,2716.0,113.0,69.75,366.95,377.95,17267.95,600.65,600.9,260.65,2295.75,319.55,1003.6,909.6,2130.85,3516.05,221.05,1602.75,1878.0,260.5,271.4,56.7,1967.6,1289.6,1339.1,1234.95,897.75,907.75,,156.4,153.5,184.8,297.95,944.95,257.0,567.3,1842.7,263.35,71.65,548.45,664.25,3721.4,28425.55,257.1,329.3,539.0,157.4
2018-06-29,1339.9,373.15,207.45,1264.45,510.8,2810.3,112.65,71.75,373.3,381.95,17509.95,607.1,616.65,264.35,2235.05,340.25,1006.85,926.25,2108.45,3473.5,230.5,1641.15,1908.1,266.2,275.4,59.35,1932.2,1307.2,1342.95,1275.1,903.8,897.7,,159.65,158.4,186.85,300.55,972.45,259.35,564.0,1847.75,269.3,73.25,567.75,655.45,3818.6,28590.45,261.5,339.65,543.95,158.65
2018-07-02,1320.15,362.8,199.9,1293.05,512.25,2835.15,113.65,71.2,369.2,368.05,17440.65,602.55,617.0,260.55,2240.35,341.1,987.3,926.1,2073.25,3415.4,223.25,1643.45,1897.1,263.05,277.4,57.05,1948.8,1334.7,1337.95,1255.95,889.45,886.65,,153.55,155.5,185.05,298.9,960.6,258.85,563.15,1851.35,266.7,72.25,560.5,657.2,3777.3,28187.65,260.6,337.05,539.65,158.7
2018-07-03,1332.85,362.75,200.9,1291.85,511.55,2862.4,113.0,70.0,373.9,370.75,17488.7,626.8,640.4,260.85,2273.75,345.3,985.85,937.5,2070.2,3447.65,226.1,1643.5,1879.7,265.45,272.9,56.8,1951.0,1353.75,1353.15,1251.5,903.1,894.2,,155.0,157.7,184.55,291.5,971.3,257.5,573.6,1874.05,269.45,72.2,566.0,660.85,3749.85,28079.0,261.9,336.9,544.8,157.6
2018-07-04,1350.85,359.95,201.0,1289.8,514.75,2979.05,113.1,69.2,367.85,367.4,17508.8,625.45,628.9,264.35,2317.25,348.35,965.45,925.65,2103.55,3458.8,224.1,1676.0,1922.5,264.4,273.25,55.15,1976.3,1345.2,1365.25,1259.5,934.2,900.1,,152.9,156.0,183.0,299.5,990.1,257.45,579.3,1866.15,267.05,72.05,571.1,654.5,3790.65,28238.0,261.95,335.55,542.2,157.35
2018-07-05,1389.7,361.9,207.45,1321.4,511.0,2966.95,113.25,67.8,371.55,363.4,18084.25,616.0,626.55,270.3,2298.65,346.05,968.6,931.05,2123.75,3505.75,220.3,1688.0,1931.05,272.5,271.55,54.5,1964.45,1284.0,1365.0,1254.45,922.65,912.35,,152.15,156.4,181.65,303.45,964.5,256.45,566.95,1880.3,261.55,71.25,553.3,646.65,3936.25,27888.0,264.1,348.65,551.8,153.25
2018-07-06,1373.7,365.75,207.55,1323.15,513.7,3020.1,115.55,70.35,374.55,362.25,17769.9,617.6,612.5,271.2,2269.05,344.2,988.55,943.9,2115.15,3637.1,220.45,1678.3,1916.85,272.65,270.05,54.7,1959.4,1284.25,1371.2,1266.3,915.8,924.95,,150.15,155.45,181.8,299.1,977.55,257.2,558.1,1912.95,270.85,71.75,553.5,634.9,3954.35,27626.3,262.8,352.6,544.7,156.9
2018-07-09,1375.8,366.95,206.15,1363.1,525.25,3018.15,117.0,70.1,376.3,362.1,18038.6,623.4,622.9,271.15,2330.05,347.4,984.05,961.55,2125.65,3611.5,222.05,1691.9,1904.9,274.4,271.2,54.6,1958.3,1298.85,1385.1,1288.0,911.5,932.75,,151.25,157.4,184.5,301.85,997.1,261.55,568.8,1883.0,273.5,73.2,555.6,643.85,3899.25,27632.5,264.95,363.3,540.6,157.65
2018-07-10,1371.0,370.45,204.35,1370.45,532.55,3093.95,119.5,71.55,375.25,367.8,17842.05,617.25,632.05,278.45,2321.85,363.95,990.65,979.55,2146.4,3583.5,229.05,1687.0,1942.55,277.05,273.4,55.8,1935.1,1301.4,1372.15,1284.6,902.85,930.55,,153.9,157.95,184.05,305.3,1025.7,263.75,563.95,1875.1,275.45,73.05,568.65,650.75,3959.8,28289.0,270.6,371.4,538.4,158.05
2018-07-11,1360.55,373.5,202.55,1359.8,536.55,3161.6,116.2,70.85,366.5,362.0,17606.15,608.95,625.3,264.8,2301.35,357.3,978.8,993.45,2148.25,3536.6,220.8,1718.15,1928.1,275.75,268.75,54.05,1914.8,1320.45,1386.95,1274.75,900.45,931.0,,152.7,158.1,182.9,317.15,1038.8,259.1,560.75,1979.9,267.8,72.2,555.7,654.4,3951.8,28160.5,272.1,371.6,540.3,154.8
2018-07-12,1350.0,369.35,201.7,1357.9,538.35,3096.7,119.45,69.25,377.35,362.15,17446.0,606.2,633.35,265.25,2357.25,356.6,960.2,1006.05,2165.95,3498.85,220.3,1742.35,1962.7,277.2,272.3,54.35,1938.15,1294.35,1389.8,1299.75,884.5,915.8,,154.05,158.95,182.6,314.05,1082.35,262.75,564.45,1971.35,266.1,69.5,555.2,647.7,3946.95,27995.35,279.45,374.8,533.6,151.9
2018-07-13,1337.65,370.4,196.9,1367.8,523.0,3138.65,117.4,67.15,386.65,358.95,17625.8,602.15,626.7,267.8,2319.85,356.85,935.35,983.35,2180.9,3455.9,218.75,1742.65,1972.5,270.4,267.75,53.35,1923.75,1317.4,1404.35,1298.4,865.6,906.7,,152.95,154.1,181.75,302.7,1099.8,257.75,559.75,1981.1,263.6,70.15,558.6,641.05,3963.75,27529.15,280.85,376.0,508.7,150.2
2018-07-16,1266.85,360.05,190.55,1359.55,522.1,3101.85,113.05,65.0,382.2,347.4,17368.85,571.65,620.95,261.15,2093.95,355.8,928.7,972.1,2168.85,3426.0,213.05,1751.25,1991.2,271.6,259.25,52.45,1922.75,1332.85,1408.45,1283.1,818.15,900.35,,155.6,153.8,181.35,301.15,1076.2,251.6,533.95,1989.2,252.1,68.95,519.25,657.3,3864.0,27424.3,283.1,378.5,508.05,142.75
2018-07-17,1288.35,366.7,195.6,1376.25,537.9,3094.2,120.8,68.05,392.65,342.55,17414.05,583.55,637.45,264.75,2065.3,358.7,940.75,980.3,2176.75,3488.6,219.5,1681.7,1989.3,269.85,266.45,52.45,1905.0,1327.9,1400.6,1286.85,827.4,922.45,,155.3,156.15,181.45,303.35,1092.35,259.05,548.65,2002.15,257.95,70.9,532.35,646.8,3895.2,27153.7,283.9,380.8,516.85,143.2
2018-07-18,1291.7,364.05,195.65,1393.0,526.55,3107.8,117.65,66.55,402.35,336.8,17652.45,576.3,627.4,262.15,2065.65,359.05,943.6,989.9,2176.2,3506.15,212.4,1643.75,2009.45,268.55,262.7,50.0,1892.55,1322.55,1398.55,1292.15,811.0,902.45,,155.25,160.3,178.5,299.25,1092.55,259.55,549.9,2000.25,251.85,70.0,504.25,646.3,3849.35,27222.55,284.8,383.65,520.9,138.35
2018-07-19,1274.5,369.6,193.35,1403.0,526.8,3115.0,120.05,66.15,398.3,345.0,17701.7,567.85,610.1,261.2,2029.2,357.8,935.75,982.1,2186.1,3451.1,197.6,1647.45,1988.4,273.3,261.2,50.4,1888.25,1316.7,1347.4,1258.1,794.55,913.0,,154.55,161.75,177.45,285.3,1104.85,260.2,544.95,1981.4,252.5,68.2,498.65,642.2,3857.25,26980.65,285.8,392.3,521.85,139.9
2018-07-20,1293.0,370.05,194.3,1396.45,533.7,2839.6,120.25,67.5,388.85,345.4,17592.9,583.8,625.8,263.5,2051.9,359.8,939.1,999.2,2189.05,3376.95,195.65,1655.85,1973.85,274.0,265.8,51.15,1902.55,1348.1,1333.3,1270.35,800.65,909.75,,155.65,157.95,175.8,286.0,1128.65,261.5,560.1,1996.6,253.4,67.85,503.2,659.45,3871.7,27048.1,283.0,386.5,514.35,140.85
2018-07-23,1310.8,383.75,198.0,1433.2,540.35,2684.15,126.3,69.5,389.7,358.95,17993.65,590.3,634.1,261.7,2041.7,358.8,921.4,1004.85,2156.45,3165.45,196.15,1689.65,1966.85,284.15,275.55,52.55,1940.15,1355.95,1337.05,1279.15,800.1,910.4,,158.15,156.55,177.05,286.7,1120.3,266.35,561.75,2005.65,258.75,68.05,516.9,648.55,4009.65,27023.45,276.45,386.6,514.55,141.75
2018-07-24,1475.5,392.6,212.65,1467.75,546.1,2648.65,132.55,73.45,396.95,356.8,18729.85,594.3,627.35,266.65,2077.6,365.8,999.55,991.6,2159.75,3108.25,207.6,1667.9,1975.55,285.65,274.35,56.4,1947.4,1377.15,1312.25,1324.0,820.95,920.4,,157.45,157.2,177.75,285.85,1110.95,266.85,562.7,1999.0,258.8,67.8,527.4,641.5,4136.8,27697.8,272.95,384.35,525.25,143.0
2018-07-25,1469.65,398.75,208.45,1450.15,532.25,2638.6,131.8,71.65,395.65,352.3,19044.0,585.85,623.9,264.65,2088.2,364.65,985.8,964.3,2170.35,3110.05,209.0,1652.95,2000.85,286.15,274.65,54.9,1965.05,1383.75,1314.9,1320.7,796.95,910.1,,151.0,159.05,175.65,286.9,1115.15,271.85,558.15,1981.5,257.85,67.8,536.0,631.35,4044.85,27288.3,274.7,382.9,521.05,141.2
2018-07-26,1522.7,399.3,223.5,1433.85,541.65,2618.5,138.85,70.7,388.9,357.65,18700.35,582.35,627.85,265.1,2132.75,370.0,1024.2,952.6,2192.6,3136.75,206.55,1669.95,2023.4,287.2,285.65,56.8,1960.35,1373.25,1311.25,1305.95,812.85,913.6,,153.35,162.55,181.85,286.85,1110.65,287.7,555.4,1964.7,258.25,70.85,534.85,632.05,4142.8,28265.65,271.4,369.75,518.75,142.9
2018-07-27,1535.0,394.65,225.1,1434.85,553.25,2686.75,137.85,71.15,397.2,364.7,18638.55,591.05,636.2,262.15,2083.2,378.5,1025.45,963.45,2202.15,3203.95,213.4,1659.0,2047.25,302.55,293.2,56.35,1981.55,1373.45,1311.1,1311.45,815.25,909.85,,154.95,161.3,179.9,289.45,1129.85,286.75,557.05,1943.75,268.15,71.85,550.2,645.1,4124.65,28946.2,274.5,370.0,518.65,149.2
2018-07-30,1503.8,390.8,227.0,1430.2,569.65,2673.15,152.05,73.3,395.75,383.25,18609.75,603.9,634.3,262.5,2067.2,377.75,1020.8,947.15,2169.9,3209.95,211.25,1688.7,2028.75,301.05,307.35,58.4,1970.2,1351.0,1305.25,1295.35,820.1,933.25,,155.9,164.1,183.2,289.15,1151.4,297.4,562.7,1944.6,267.5,73.85,553.0,655.45,4243.35,28594.65,273.15,369.3,524.0,146.8
2018-07-31,1529.75,399.75,230.7,1451.4,550.4,2700.05,153.35,74.05,389.75,390.6,18720.7,591.55,641.35,261.1,2127.8,375.15,1025.2,965.1,2179.5,3294.45,213.4,1731.65,1994.85,297.7,304.25,54.85,1995.15,1365.1,1306.85,1302.3,824.4,935.95,,154.85,165.7,182.3,286.65,1186.0,293.5,568.5,1940.2,264.1,74.55,563.05,680.75,4193.8,27798.55,276.4,367.95,527.15,143.9
2018-08-01,1531.35,399.0,234.0,1437.2,545.15,2680.9,150.2,73.55,396.0,384.5,18840.1,599.7,639.15,270.65,2175.7,375.35,1030.35,978.65,2158.7,3280.4,208.0,1734.3,1970.15,301.6,299.3,53.55,2001.35,1354.05,1312.7,1298.0,844.2,929.75,,155.35,167.2,184.7,293.25,1192.35,295.1,574.65,1976.5,265.05,73.05,555.8,681.1,4193.05,27298.7,277.35,365.85,526.45,143.55
2018-08-02,1541.1,399.15,228.8,1418.4,547.25,2678.6,147.25,73.7,401.8,373.0,18646.85,614.8,638.5,273.55,2227.85,377.65,1014.2,960.5,2130.2,3263.7,207.9,1748.5,1931.95,299.2,298.55,54.4,2023.05,1353.65,1280.2,1282.4,864.85,911.3,,155.4,166.4,188.7,291.15,1168.35,293.9,580.4,1948.4,260.85,71.95,554.3,669.0,4183.5,26960.85,279.1,361.8,518.4,143.5
2018-08-03,1518.65,399.55,226.1,1411.85,574.75,2690.45,149.6,74.0,400.95,374.5,19075.5,623.15,641.05,279.25,2281.05,388.2,1006.2,963.65,2121.65,3250.55,211.6,1763.0,1977.5,303.95,305.0,55.2,2015.85,1364.1,1309.5,1290.0,886.0,920.65,,156.45,166.8,190.2,290.1,1176.95,299.25,585.85,1979.45,258.45,72.35,554.45,662.75,4167.75,26995.7,278.0,373.2,520.6,142.7
2018-08-06,1524.0,397.35,228.5,1397.4,596.8,2687.9,150.55,75.05,401.0,385.75,18889.35,624.55,637.95,283.15,2234.4,376.35,999.4,956.5,2114.3,3297.1,216.1,1730.3,1979.3,301.8,315.1,54.9,1999.8,1360.65,1282.8,1290.45,873.15,932.4,,156.75,169.25,189.45,287.05,1192.6,308.5,576.15,1975.55,254.05,71.85,553.25,667.1,4177.8,27037.5,277.05,377.9,523.05,140.65
2018-08-07,1538.65,372.3,230.1,1424.25,593.05,2686.6,146.15,73.45,394.1,381.9,19091.4,619.3,629.45,275.4,2258.8,374.7,1018.85,968.8,2130.9,3297.75,219.0,1730.05,1978.6,301.1,313.15,55.0,1994.3,1367.95,1283.7,1295.3,866.6,927.0,,158.85,167.55,189.1,285.9,1184.2,304.05,569.7,1967.35,251.6,70.3,573.15,658.75,4206.7,27523.55,277.45,381.65,530.55,139.85
2018-08-08,1536.3,374.6,230.95,1425.75,596.3,2660.6,148.6,73.55,387.3,385.3,19176.0,610.85,632.55,276.0,2245.5,377.0,1009.1,964.55,2136.35,3299.05,220.6,1757.15,1984.6,300.95,318.7,55.35,2000.65,1362.75,1288.3,1298.25,825.55,928.3,,158.25,172.5,189.5,290.45,1217.7,308.7,574.0,1974.0,255.15,69.45,577.5,653.9,4244.1,27593.15,278.5,382.75,530.7,141.95
