Price/Date,2017-09-26,2017-09-27,2017-09-28,2017-09-29,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-09,2017-10-10
7796.5,,,E,,,,,,,
7796.4,,,G,,,,,,,
7796.3,,,I,,,,,,,
7796.25,,,HI,,,,,,,
7796.05,,K,,,,,,,,
7795.95,,,H,,,,,,,
7795.8,,,H,,,,,,,
7795.55,,,I,,,,,,,
7795.5,,,D,,,,,,,
7795.45,,,D,,,,,,,
7795.35,,,D,,,,,,,
7795.2,,,H,,,,,,,
7795.05,,,D,,,,,,,
7795.0,,,EGH*,,,,,,,
7794.7,,,G,,,,,,,
7794.65,,,I,,,,,,,
7794.5,,K,,,,,,,,
7794.35,,,H,,,,,,,
7794.2,,,I,,,,,,,
7794.0,,,DI,,,,,,,
7793.6,,,I,,,,,,,
7793.35,,,I,,,,,,,
7793.0,,K,DI,,,,,,,
7792.9,,,H,,,,,,,
7792.7,,,I,,,,,,,
7792.65,,,I,,,,,,,
7792.6,,,I,,,,,,,
7792.5,,,I,,,,,,,
7792.35,,,I,,,,,,,
7792.05,,,D,,,,,,,
7791.6,,,H,,,,,,,
7791.3,,,C,,,,,,,
7791.0,,,DE,,,,,,,
7790.2,,,I,,,,,,,
7790.0,,,CE,,,,,,,
7789.85,,,H,,,,,,,
7789.0,,L,,,,,,,,
7788.0,,,D,,,,,,,
7787.95,,L,,,,,,,,
7787.5,,L,,,,,,,,
7787.0,,L,,,,,,,,
7786.15,,,H,,,,,,,
7785.0,,L,C,,,,,,,
7784.45,,,C,,,,,,,
7784.0,,,C,,,,,,,
7783.5,,,C,,,,,,,
7780.25,,K,,,,,,,,
7779.2,,,C,,,,,,,
7777.45,,,C,,,,,,,
7776.6,,,C,,,,,,,
7776.0,,K,,,,,,,,
7774.9,,,C,,,,,,,
7774.8,,K,,,,,,,,
7774.45,,L,,,,,,,,
7774.0,,L,,,,,,,,
7773.3,,K,,,,,,,,
7773.1,,L,,,,,,,,
7772.8,,,C,,,,,,,
7772.45,,K,,,,,,,,
7772.1,,,C,,,,,,,
7772.0,,L,,,,,,,,
7771.9,,M,,,,,,,,
7770.45,,M,,,,,,,,
7770.0,,K,C,,,,,,,
7769.9,,M,,,,,,,,
7768.6,,L,,,,,,,,
7768.35,,,C,,,,,,,
7768.05,,L,,,,,,,,
7766.45,,L,,,,,,,,
7766.0,,KM,,,,,,,,
7765.8,,M,,,,,,,,
7765.0,,L,,,,,,,,
7764.95,,,C,,,,,,,
7764.5,,L,,,,,,,,
7763.7,,L,,,,,,,,
7762.5,,L,,,,,,,,
7762.1,,L,,,,,,,,
7762.0,,LM,,,,,,,,
7761.1,,,C,,,,,,,
7761.0,,L,,,,,,,,
7760.15,,M,,,,,,,,
7760.0,,K,,,,,,,,
7759.9,,L,,,,,,,,
7759.55,,L,,,,,,,,
7759.0,,M,,,,,,,,
7758.0,,L,,,,,,,,
7757.9,,L,,,,,,,,
7757.75,,L,,,,,,,,
7757.4,,K,,,,,,,,
7757.0,,M,,,,,,,,
7756.95,,M,,,,,,,,
7756.8,,LM,,,,,,,,
7756.35,,M,,,,,,,,
7755.8,,L,,,,,,,,
7755.5,,M,,,,,,,,
7755.2,,M,,,,,,,,
7754.9,,M,,,,,,,,
7754.2,,M,,,,,,,,
7754.0,,L,,,,,,,,
7753.6,,,C,,,,,,,
7751.5,,L,,,,,,,,
7750.0,,M,,,,,,,,
7746.0,,M,,,,,,,,
7743.45,,M,,,,,,,,
7743.0,,M,,,,,,,,
7741.2,,M,,,,,,,,
7740.0,,,C,,,,,,,
7738.5,,M,,,,,,,,
7736.5,,M,,,,,,,,
7736.4,,M,,,,,,,,
7735.0,,MN,,,,,,,,
7734.95,,,B,,,,,,,
7733.0,,,C,,,,,,,
7732.0,,,A,,,,,,,
7730.05,,M,,,,,,,,
7727.8,,,B,,,,,,,
7727.15,,,B,,,,,,,
7726.75,,,B,,,,,,,
7726.0,,,C,,,,,,,
7725.0,,,C,,,,,,,
7724.95,,,C,,,,,,,
7723.15,,,C,,,,,,,
7722.25,,,C,,,,,,,
7722.0,,M,,,,,,,,
7721.55,,M,,,,,,,,
7720.0,,M,C,,,,,,,
7719.95,,M<<,,,,,,,,
7719.0,,,B,,,,,,,
7718.45,,,C,,,,,,,
7718.3,,,C,,,,,,,
7715.95,,,B,,,,,,,
7714.0,,,B,,,,,,,
7710.95,,,A,,,,,,,
7710.1,,,B,,,,,,,
7708.9,,,B,,,,,,,
7708.0,,,B,,,,,,,
7705.75,,,A,,,,,,,
7705.5,,,A,,,,,,,
7705.0,,,AB,,,,,,,
7704.0,,,B,,,,,,,
7702.75,,,AB,,,,,,,
7702.1,,,A,,,,,,,
7699.15,,,A,,,,,,,
7699.0,,,B,,,,,,,
7697.15,,,B,,,,,,,
7696.05,,,B,,,,,,,
7695.05,,,A,,,,,,,
7689.1,,,A,,,,,,,
7688.95,,,B,,,,,,,
7680.95,,,A,,,,,,,
7676.9,,,B,,,,,,,
7675.7,,,A,,,,,,,
7675.0,,,A,,,,,,,
7673.4,,,A,,,,,,,
7672.0,,,B,,,,,,,
7670.1,,,A,,,,,,,
7669.7,,,B,,,,,,,
7669.15,,,B,,,,,,,
7667.55,,,B,,,,,,,
7660.1,,,B,,,,,,,
7659.7,,,B,,,,,,,
7656.0,,,B,,,,,,,
7655.05,,,B,,,,,,,
7653.95,,,B,,,,,,,
7653.25,,,B,,,,,,,
7652.0,,,B<<,,,,,,,
